"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,56,"CRI","Costa Rica",55,"CRI","Costa Rica","COSTA RICA","Costa Rica","Costa Rica",NA,NA,NA,"Costa Rica ","Costa Rica ","<U+041A><U+043E><U+0441><U+0442><U+0430>-<U+0420><U+0438><U+043A><U+0430>","<U+0643><U+0648><U+0633><U+062A><U+0627><U+0631><U+064A><U+0643><U+0627>","<U+54E5><U+65AF><U+8FBE><U+9ECE><U+52A0> ",NA,NA,"Costa Rica","CR",NA,"CS",188,"~1900","Present",4023502,51608.039,77.9626987958213,"Central America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Upper middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
